year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2004,0,941566065.00,420868640.00,147363444,424238043,0.184454,None,0.920699,None,152,35.8615,453,48.9809,7.05566,4sp090400,3505708
2005,0,1091429699.00,551495627.00,160114746,293608686,0.159164,0.0324751,0.310375,0.328829,164,34.3769,473,36.3513,5.7984,4sp090400,3505708
2006,0,1451541576.00,616490005.00,227874374,150404626,0.329945,0.092796,0.117851,0.361088,164,32.6104,466,38.1223,2.63383,4sp090400,3505708
2007,0,1474100162.00,630458759.00,248877458,126603548,0.0155411,0.133819,0.0226585,0.320877,163,31.254,453,36.0697,4.3618,4sp090400,3505708
2008,0,2012562229.00,524855860.00,295336924,83518529,0.365282,0.204158,-0.167502,0.190887,129,22.6599,457,38.4477,5.99121,4sp090400,3505708
2009,0,2021347018.00,441698306.00,450687951,61409761,0.00436498,0.165086,-0.158439,0.00970808,129,23.8128,424,37.4333,4.71729,4sp090400,3505708
2010,0,2453425638.00,487049374.00,527467196,64203088,0.213758,0.175859,0.102674,-0.0245474,124,22.5009,493,37.175,5.59133,4sp090400,3505708
2011,0,2530011013.00,623103431.00,349076619,92209740,0.0312157,0.117528,0.279343,0.00213636,120,19.6589,466,33.4524,4.13359,4sp090400,3505708
2012,0,2474976435.00,670752906.00,283359263,91850764,-0.0217527,0.109197,0.0764712,0.0124677,127,20.611,482,28.2204,3.81283,4sp090400,3505708
2013,0,2529455188.00,623974127.00,316325991,99073147,0.0220118,0.0467803,-0.0697407,0.0352025,134,23.5444,487,24.3697,5.72046,4sp090400,3505708
2014,0,2076500274.00,607575794.00,227294808,91128918,-0.179072,0.00539848,-0.0262805,0.0658472,129,21.1945,426,19.7035,4.23098,4sp090400,3505708
2000,0,296749834.00,91459157.00,97216783,31413258,None,None,None,None,57,8.3299,207,13.7308,None,4sp090405,3534401
2001,0,262830018.00,60865501.00,118280696,17253264,-0.114304,None,-0.334506,None,53,12.4167,207,18.4783,None,4sp090405,3534401
2002,0,210668718.00,68490312.00,118472106,22616028,-0.19846,None,0.125273,None,69,13.7411,197,17.8986,0.936773,4sp090405,3534401
2003,0,188100101.00,80997881.00,104553748,27940629,-0.107128,None,0.182618,None,71,14.783,266,22.9983,0.843146,4sp090405,3534401
2004,0,241562278.00,135232326.00,93558563,73990653,0.284222,None,0.669579,None,74,12.617,269,17.3324,0.801315,4sp090405,3534401
2005,0,285765615.00,164470259.00,93426483,53028017,0.182989,-0.00751512,0.216205,0.124533,78,7.74495,307,14.4185,1.69413,4sp090405,3534401
2006,0,293871204.00,261127860.00,65831341,234012809,0.0283645,0.0225779,0.58769,0.338124,75,8.42712,273,11.3691,2.09328,4sp090405,3534401
2007,0,476197060.00,285795676.00,106887066,434527395,0.620428,0.177165,0.0944664,0.330716,81,14.5338,289,11.4497,0.646015,4sp090405,3534401
2008,0,733171912.00,224222664.00,191949378,37512755,0.53964,0.312694,-0.215444,0.225861,84,11.155,286,19.0438,1.06106,4sp090405,3534401
2009,0,599903149.00,162147921.00,179719116,29078220,-0.18177,0.199528,-0.276844,0.03697,85,14.4957,260,26.9703,1.27908,4sp090405,3534401
2010,0,924427306.00,204445417.00,301664438,99312502,0.540961,0.264656,0.260857,0.0444749,75,14.964,256,22.7815,0.816743,4sp090405,3534401
2011,0,1057741817.00,212461370.00,268865703,45527405,0.144213,0.291947,0.0392083,-0.0404108,78,14.6537,265,23.5609,2.86365,4sp090405,3534401
2012,0,914688333.00,193939434.00,175471004,82793370,-0.135244,0.139455,-0.0871779,-0.0746158,69,14.3861,225,19.597,0.803685,4sp090405,3534401
2013,0,1121604712.00,188864987.00,227601016,83038052,0.226215,0.0887466,-0.0261651,-0.0337391,67,14.4286,213,19.0056,1.6665,4sp090405,3534401
2014,0,1061702972.00,178500895.00,216764042,98184050,-0.0534072,0.120945,-0.0548757,0.0194028,63,15.7849,226,20.114,1.41113,4sp090405,3534401
2000,0,228516071.00,124186091.00,2041726926,390409895,None,None,None,None,68,14.691,22,8.38851,None,4sp090501,3513504
2001,0,325149608.00,133961283.00,1656414486,388857790,0.422874,None,0.0787141,None,70,16.8288,28,8.53399,None,4sp090501,3513504
2002,0,404139478.00,111678493.00,2147483647,506123655,0.242934,None,-0.166338,None,76,21.9555,37,10.548,-0.0772741,4sp090501,3513504
2003,0,592597464.00,160552263.00,2147483647,622749053,0.466319,None,0.437629,None,80,31.239,36,9.04537,-0.301793,4sp090501,3513504
2004,0,525900750.00,194345881.00,2147483647,650983477,-0.11255,None,0.210484,None,91,25.8114,27,11.2274,-0.288838,4sp090501,3513504
2005,0,571605650.00,170851429.00,2147483647,562133185,0.0869078,0.201257,-0.12089,0.065882,69,13.9627,31,14.4244,0.0960891,4sp090501,3513504
2006,0,581098307.00,161040057.00,2147483647,376641531,0.016607,0.123138,-0.0574263,0.0375067,68,13.4601,29,16.4381,0.900464,4sp090501,3513504
2007,0,967011802.00,736609146.00,2147483647,1420121913,0.664111,0.190639,3.57407,0.458322,68,13.3704,36,9.72218,1.48641,4sp090501,3513504
2008,0,1567346821.00,839394148.00,2147483647,995357997,0.620815,0.214734,0.139538,0.392098,44,12.6133,30,8.53298,2.43453,4sp090501,3513504
2009,0,876611544.00,530934559.00,2147483647,1158537331,-0.440704,0.107594,-0.367479,0.222625,49,20.9299,27,8.22987,2.05948,4sp090501,3513504
2010,0,1133311878.00,905413830.00,2147483647,1567581009,0.292832,0.146702,0.705321,0.395872,49,26.0624,30,8.99152,2.66961,4sp090501,3513504
2011,0,1651695569.00,831694297.00,2147483647,1091794605,0.457406,0.232356,-0.0814208,0.388692,46,23.5853,25,10.0922,2.06988,4sp090501,3513504
2012,0,1855004949.00,1163729271.00,2147483647,1781696775,0.123091,0.139155,0.399227,0.095779,59,17.6441,35,9.18801,2.55537,4sp090501,3513504
2013,0,1137786563.00,759043691.00,2147483647,1112104528,-0.38664,-0.0620512,-0.347749,-0.0199231,81,30.7055,32,11.6092,2.25564,4sp090501,3513504
2014,0,958405133.00,1087421319.00,2147483647,1432977049,-0.157658,0.0180014,0.43262,0.154174,100,22.2674,37,11.4615,2.58808,4sp090501,3513504
2000,0,551706404.00,918922810.00,2147483647,2147483647,None,None,None,None,96,16.0585,100,7.12321,None,4sp090504,3548500
2001,0,384677949.00,1224006687.00,1761751889,2147483647,-0.302749,None,0.332002,None,102,15.2471,127,8.00251,None,4sp090504,3548500
2002,0,370128088.00,1030450464.00,1979366590,2147483647,-0.0378235,None,-0.158133,None,100,17.2248,165,7.14952,-2.91447,4sp090504,3548500
2003,0,330725092.00,1426503769.00,1459352461,2147483647,-0.106458,None,0.38435,None,114,16.0564,245,6.42921,-3.58647,4sp090504,3548500
2004,0,306335028.00,1682448139.00,1326304141,2147483647,-0.0737472,None,0.179421,None,114,20.9074,262,7.26932,-4.15353,4sp090504,3548500
2005,0,281833947.00,2379340012.00,1612888559,2147483647,-0.0799813,-0.125707,0.414213,0.209583,118,24.5249,320,6.39682,-4.65228,4sp090504,3548500
2006,0,480522681.00,3047503544.00,1451347602,2147483647,0.704985,0.0454983,0.280819,0.20014,127,24.5533,272,6.16393,-3.68307,4sp090504,3548500
2007,0,643449472.00,3175922545.00,1425239160,2147483647,0.339062,0.116947,0.0421391,0.252474,128,23.3272,235,6.52697,-3.15771,4sp090504,3548500
2008,0,1020370200.00,3905869851.00,1625757352,2147483647,0.585781,0.252732,0.229838,0.223176,119,18.7192,269,7.09996,-0.359022,4sp090504,3548500
2009,0,684483264.00,3514113407.00,1589241578,2147483647,-0.329181,0.174446,-0.100299,0.15871,115,21.5167,244,6.66748,-2.68356,4sp090504,3548500
2010,0,1159071588.00,4687759335.00,1991476124,2147483647,0.693353,0.326855,0.333981,0.145254,119,22.3089,198,5.80685,-2.20968,4sp090504,3548500
2011,0,1690062762.00,5218167800.00,2147483647,2147483647,0.458118,0.285991,0.113148,0.113563,112,23.3078,253,6.33145,-3.78309,4sp090504,3548500
2012,0,970387711.00,5947739062.00,1490672095,2147483647,-0.425827,0.0856408,0.139814,0.133695,121,20.0509,206,7.90644,-2.24611,4sp090504,3548500
2013,0,1222592043.00,5845330297.00,1639398658,2147483647,0.259901,0.0368233,-0.0172181,0.0839725,124,20.1728,218,7.72386,-2.27765,4sp090504,3548500
2014,0,1023738766.00,4364206256.00,1769093968,2147483647,-0.162649,0.0838402,-0.253386,0.0442823,117,19.0202,180,7.35203,-1.21312,4sp090504,3548500
2000,0,1040016741.00,1319468865.00,212136563,269919127,None,None,None,None,120,10.9513,441,21.3422,None,4sp090605,3548708
2001,0,1072260817.00,1431727969.00,227572761,316313732,0.0310034,None,0.085079,None,122,13.6596,456,20.1773,None,4sp090605,3548708
2002,0,928936636.00,1452407120.00,218490968,301629152,-0.133665,None,0.0144435,None,127,14.8616,430,17.3442,10.8352,4sp090605,3548708
2003,0,1001197707.00,2057668077.00,254433164,416918792,0.077789,None,0.41673,None,134,19.6891,485,18.3379,13.0341,4sp090605,3548708
2004,0,1389967435.00,2789497202.00,304830624,575020049,0.388305,None,0.355659,None,144,20.6369,553,17.1425,12.9807,4sp090605,3548708
2005,0,1757272144.00,3671307783.00,313360164,645674553,0.264254,0.110605,0.316118,0.227112,141,23.373,531,16.8911,13.918,4sp090605,3548708
2006,0,1829024709.00,4505897949.00,287441112,713361299,0.0408318,0.112715,0.227328,0.257721,143,20.1417,529,16.7763,12.1138,4sp090605,3548708
2007,0,2167485560.00,4290865882.00,323721641,630025702,0.18505,0.184661,-0.0477224,0.241913,141,19.372,506,18.416,12.1325,4sp090605,3548708
2008,0,2665913670.00,4489932250.00,370434109,568600625,0.229957,0.216369,0.0463931,0.168888,128,17.4575,474,17.7148,9.76444,4sp090605,3548708
2009,0,2158961160.00,2938611762.00,255782332,422259074,-0.190161,0.0920639,-0.345511,0.0104696,128,14.2492,482,27.3483,14.1036,4sp090605,3548708
2010,0,3025684292.00,3991196977.00,462937301,542585037,0.401454,0.1148,0.358191,0.016849,127,12.2271,499,23.3351,10.7211,4sp090605,3548708
2011,0,3667852637.00,4996325426.00,453123046,618077623,0.212239,0.149313,0.251836,0.0208781,119,11.2381,504,22.0989,11.539,4sp090605,3548708
2012,0,3061576930.00,4336874447.00,340876581,492350906,-0.165294,0.0715139,-0.131987,0.00213535,119,10.4697,491,20.8419,11.1237,4sp090605,3548708
2013,0,4016989291.00,4537511199.00,413453672,509225394,0.312065,0.0854527,0.046263,0.00211043,120,8.66339,482,19.3476,9.59753,4sp090605,3548708
2014,0,3154612741.00,3589868538.00,361017167,433789239,-0.214682,0.0787983,-0.208846,0.0408479,118,10.4851,488,20.2161,10.8678,4sp090605,3548708
2000,0,6310464050.00,4060244558.00,2147483647,2147483647,None,None,None,None,162,26.105,957,62.2356,None,4sp090607,3550308
2001,0,5809058600.00,4438143356.00,2147483647,2147483647,-0.0794562,None,0.0930729,None,169,32.0668,960,60.1646,None,4sp090607,3550308
2002,0,4408193950.00,4152156025.00,2147483647,2147483647,-0.241152,None,-0.0644385,None,178,36.5945,972,54.7973,13.6298,4sp090607,3550308
2003,0,3966519344.00,4853407313.00,2147483647,2147483647,-0.100194,None,0.168888,None,179,34.2894,1001,53.3239,4.62775,4sp090607,3550308
2004,0,4573083859.00,5970702796.00,2147483647,2147483647,0.152921,None,0.230208,None,183,34.5695,1009,52.1721,5.25723,4sp090607,3550308
2005,0,5499136684.00,5715780440.00,2147483647,2147483647,0.202501,-0.0271483,-0.0426955,0.0707909,193,35.9268,1018,70.6332,13.8654,4sp090607,3550308
2006,0,6485521305.00,7256644686.00,2147483647,2147483647,0.179371,0.0222752,0.269581,0.103334,192,35.1396,1004,55.807,19.1872,4sp090607,3550308
2007,0,8262004375.00,7228887279.00,2147483647,2147483647,0.273915,0.133874,-0.0038251,0.117274,191,35.6864,1007,59.3384,15.349,4sp090607,3550308
2008,0,11226901227.00,10199310904.00,2147483647,2147483647,0.358859,0.231318,0.41091,0.160125,189,35.9442,996,49.5422,10.9925,4sp090607,3550308
2009,0,9375572624.00,5947784686.00,2147483647,2147483647,-0.164901,0.154404,-0.416844,-0.000768867,187,40.6927,988,51.6687,12.1056,4sp090607,3550308
2010,0,13911387569.00,6284876290.00,2147483647,2147483647,0.483791,0.203969,0.0566752,0.0191644,188,39.3301,962,50.7082,12.9252,4sp090607,3550308
2011,0,14755594152.00,8976397212.00,2147483647,2147483647,0.0606846,0.178697,0.428254,0.0434538,186,41.5887,952,29.7135,19.4125,4sp090607,3550308
2012,0,13216933075.00,9021718069.00,2147483647,2147483647,-0.104276,0.0985227,0.00504889,0.0453063,192,41.3015,966,34.7159,12.6412,4sp090607,3550308
2013,0,13408147845.00,8603026018.00,2147483647,2147483647,0.0144674,0.036148,-0.0464093,-0.0334683,190,33.7583,931,29.8731,7.30471,4sp090607,3550308
2014,0,13549111270.00,7322811814.00,2147483647,2147483647,0.0105133,0.0764221,-0.14881,0.0424723,183,32.6327,940,32.368,7.97751,4sp090607,3550308
2000,0,44612.00,None,2971,None,None,None,None,None,0,None,0,None,None,4sp140201,3520400
2001,0,63370.00,None,3706,None,0.42047,None,None,None,0,None,0,None,None,4sp140201,3520400
2002,0,45829.00,None,4692,None,-0.276803,None,None,None,0,None,0,None,None,4sp140201,3520400
2003,0,76562.00,None,4554,None,0.670602,None,None,None,0,None,0,None,None,4sp140201,3520400
2004,0,159577.00,1976.00,6947,115,1.08428,None,None,None,1,1.0,1,1.0,4.81017e-06,4sp140201,3520400
2005,0,306978.00,None,10046,None,0.923698,0.470724,None,None,0,None,0,None,None,4sp140201,3520400
2006,0,259913.00,787385.00,9598,20000,-0.153317,0.326138,None,None,1,1.0,1,1.0,-0.00272427,4sp140201,3520400
2007,0,259443.00,None,10227,None,-0.0018083,0.414426,None,None,0,None,0,None,None,4sp140201,3520400
2008,0,351028.00,None,12124,None,0.353006,0.356019,None,None,0,None,0,None,None,4sp140201,3520400
2009,0,278293.00,None,5844,None,-0.207206,0.117651,None,None,0,None,0,None,None,4sp140201,3520400
2010,0,252293.00,None,8161,None,-0.0934267,-0.0384772,None,None,0,None,0,None,None,4sp140201,3520400
2011,0,327717.00,None,31035,None,0.298954,0.0474522,None,None,0,None,0,None,None,4sp140201,3520400
2012,0,327912.00,None,8099,None,0.000595026,0.0479561,None,None,0,None,0,None,None,4sp140201,3520400
2013,0,732882.00,None,11967,None,1.235,0.158613,None,None,0,None,0,None,None,4sp140201,3520400
2014,0,645828.00,584283879.00,14961,845375443,-0.118783,0.183376,None,None,1,1.0,2,1.00006,-0.115195,4sp140201,3520400
2000,0,3054630438.00,3882173797.00,238100977,158149991,None,None,None,None,86,11.2278,337,4.85727,None,4sp140505,3549904
2001,0,3182036023.00,4215452564.00,215378051,188923104,0.041709,None,0.0858485,None,84,7.46775,341,4.85203,None,4sp140505,3549904
2002,0,1883531831.00,3290422545.00,186251039,199049935,-0.408073,None,-0.219438,None,86,6.80005,383,4.44574,11.9697,4sp140505,3549904
2003,0,1926988256.00,3074335272.00,133589233,233004147,0.0230718,None,-0.0656716,None,90,6.76762,404,5.37952,12.3431,4sp140505,3549904
2004,0,2933481554.00,4725282915.00,194430653,266231145,0.522314,None,0.53701,None,93,6.98808,427,4.4828,9.21148,4sp140505,3549904
2005,0,2596372966.00,4913442482.00,143046207,271814318,-0.114918,-0.0319859,0.0398197,0.0482435,95,10.8294,393,4.94533,8.68923,4sp140505,3549904
2006,0,2918259704.00,4913142989.00,120767662,233585724,0.123976,-0.0171579,-6.09538e-05,0.0311053,103,17.9434,397,5.19585,6.53457,4sp140505,3549904
2007,0,3824488269.00,6163540463.00,177701219,189839686,0.310537,0.152179,0.254501,0.133746,103,15.823,392,4.13794,7.35921,4sp140505,3549904
2008,0,4816550440.00,6973378967.00,186713090,167762105,0.259397,0.201079,0.131392,0.177981,105,16.2159,404,3.4739,6.95454,4sp140505,3549904
2009,0,2664457170.00,4858968611.00,118235935,107972943,-0.446812,-0.0190541,-0.303212,0.00559535,99,23.2575,355,3.45974,8.79824,4sp140505,3549904
2010,0,2889912073.00,5221670727.00,136273958,147151559,0.0846157,0.0216532,0.0746459,0.0122429,107,23.9958,369,4.60684,9.80325,4sp140505,3549904
2011,0,3596578662.00,5787767800.00,215914856,156503367,0.244529,0.042685,0.108413,0.0333093,117,21.4278,404,5.42571,8.81548,4sp140505,3549904
2012,0,3498011785.00,6300627791.00,248715842,126627426,-0.0274057,-0.0176877,0.088611,0.00440928,123,21.1124,369,4.80094,8.70241,4sp140505,3549904
2013,0,3505681831.00,5403395808.00,286697111,103408516,0.00219269,-0.0615583,-0.142404,-0.0497351,133,18.0745,375,4.75992,9.41752,4sp140505,3549904
2014,0,3245334899.00,4595619992.00,237388010,59769703,-0.0742643,0.0402319,-0.149494,-0.0110826,120,11.4888,377,4.35077,7.32939,4sp140505,3549904
2000,0,1121785604.00,660031277.00,982033621,423790731,None,None,None,None,108,19.3882,426,32.5467,None,5pr030109,4106902
2001,0,1344553804.00,569365804.00,715373725,458235458,0.198584,None,-0.137365,None,105,21.9632,448,36.1205,None,5pr030109,4106902
2002,0,741687850.00,548483212.00,701616570,546404985,-0.448376,None,-0.0366769,None,109,24.8139,439,36.2918,2.5833,5pr030109,4106902
2003,0,885840447.00,828675599.00,621727281,703233708,0.194357,None,0.51085,None,119,23.0574,525,39.0197,5.22671,5pr030109,4106902
2004,0,1135020323.00,1317611713.00,638462479,776195631,0.281292,None,0.590021,None,122,18.4803,511,28.9078,3.72441,5pr030109,4106902
2005,0,1200106036.00,1673842555.00,354567049,666081600,0.0573432,0.0135891,0.270361,0.204564,130,16.9891,528,25.1696,7.44545,5pr030109,4106902
2006,0,1445181626.00,1499973913.00,569600397,533785317,0.204212,0.0145392,-0.103874,0.213776,134,17.1055,494,29.7977,7.60484,5pr030109,4106902
2007,0,2208181816.00,1715331663.00,658998624,516756049,0.527961,0.243835,0.143574,0.256137,145,20.0877,506,29.0577,5.98701,5pr030109,4106902
2008,0,3167865112.00,2208056089.00,751887267,492108995,0.434603,0.290275,0.287247,0.216536,144,22.1501,534,27.1756,6.17241,5pr030109,4106902
2009,0,2430320999.00,1090688049.00,707066777,311067551,-0.232821,0.16448,-0.506042,-0.0370968,128,22.9736,512,38.7334,5.41791,5pr030109,4106902
2010,0,3734293702.00,1455169126.00,1120389834,311986426,0.536543,0.254867,0.334175,-0.0276116,133,19.0638,506,29.4631,10.7992,5pr030109,4106902
2011,0,4706190467.00,1726360001.00,1117874707,384184785,0.260263,0.266337,0.186364,0.0285124,119,17.4908,519,31.7018,5.01284,5pr030109,4106902
2012,0,4481570056.00,1718350362.00,1166425003,402534865,-0.0477287,0.152071,-0.00463961,0.000351719,126,17.6697,499,33.8332,3.87316,5pr030109,4106902
2013,0,4699713928.00,1633926136.00,1146053105,438648351,0.0486758,0.0820839,-0.049131,-0.0584477,127,16.8647,484,33.0562,1.81233,5pr030109,4106902
2014,0,3902650399.00,1431169591.00,957656860,527255455,-0.169598,0.0993582,-0.124092,0.05584,126,20.8048,501,36.8786,2.43192,5pr030109,4106902
2000,0,572289124.00,1178728875.00,2147483647,2147483647,None,None,None,None,88,25.5287,38,5.95119,None,5pr030305,4118204
2001,0,402538084.00,1419188311.00,2147483647,2147483647,-0.296618,None,0.203999,None,97,28.5517,38,6.8488,None,5pr030305,4118204
2002,0,355251018.00,1215989801.00,2147483647,2147483647,-0.117472,None,-0.143179,None,87,24.4754,44,6.17738,-1.80067,5pr030305,4118204
2003,0,439920520.00,1710192060.00,2147483647,2147483647,0.238337,None,0.40642,None,109,24.1637,64,6.29142,-2.21744,5pr030305,4118204
2004,0,601355631.00,2731994952.00,2147483647,2147483647,0.366964,None,0.597478,None,111,26.2988,70,7.94923,-3.1335,5pr030305,4118204
2005,0,390052020.00,2121205574.00,2074155754,2147483647,-0.351379,-0.0738072,-0.223569,0.124692,114,23.9765,56,9.31115,-3.82771,5pr030305,4118204
2006,0,462101495.00,2058184350.00,2147483647,2147483647,0.184718,0.0279833,-0.0297101,0.0771814,112,29.5894,48,11.6465,-3.22119,5pr030305,4118204
2007,0,974668927.00,2970643253.00,2147483647,2147483647,1.10921,0.22367,0.443332,0.195595,130,26.5421,59,8.71635,-1.6112,5pr030305,4118204
2008,0,2257842167.00,4053265526.00,2147483647,2147483647,1.31652,0.38696,0.36444,0.188371,129,25.8755,55,9.33994,-2.87351,5pr030305,4118204
2009,0,1029543357.00,3669737803.00,2147483647,2147483647,-0.544014,0.113532,-0.0946219,0.0607939,129,29.9999,55,7.56032,-1.6223,5pr030305,4118204
2010,0,1198175488.00,4140138980.00,2147483647,2147483647,0.163793,0.25164,0.128184,0.143106,131,25.7673,46,8.23342,-1.40191,5pr030305,4118204
2011,0,1986420379.00,4946233031.00,2147483647,2147483647,0.657871,0.338649,0.194702,0.191676,126,25.9397,45,7.85415,-2.62308,5pr030305,4118204
2012,0,1930149639.00,5038474804.00,2147483647,2147483647,-0.0283277,0.146428,0.0186489,0.111449,142,26.6527,51,8.18434,-3.09152,5pr030305,4118204
2013,0,2168297181.00,4720132254.00,2147483647,2147483647,0.123383,-0.00806082,-0.0631823,0.0309315,135,18.776,46,6.02338,-2.67628,5pr030305,4118204
2014,0,2113843949.00,4297479011.00,2147483647,2147483647,-0.0251134,0.154744,-0.0895427,0.0320857,132,16.8605,35,5.77149,-2.82522,5pr030305,4118204
2000,0,477627567.00,564350326.00,890253896,800224438,None,None,None,None,98,11.0049,412,17.9018,None,5rs020416,4314902
2001,0,520721397.00,649255609.00,1247706706,1414891312,0.0902248,None,0.150448,None,95,11.9773,447,17.3357,None,5rs020416,4314902
2002,0,442376298.00,639866675.00,1152459668,906957553,-0.150455,None,-0.0144611,None,104,7.0898,464,13.7944,-0.0913027,5rs020416,4314902
2003,0,410782956.00,758628148.00,1063041501,1372325218,-0.0714173,None,0.185603,None,105,10.1978,486,12.7692,-0.688492,5rs020416,4314902
2004,0,456869397.00,701452036.00,1039173664,850836271,0.112192,None,-0.0753678,None,120,18.9538,492,22.595,0.963522,5rs020416,4314902
2005,0,474111434.00,582785888.00,906015683,450362395,0.0377395,-0.00147669,-0.169172,0.00644964,127,21.8227,471,22.9553,0.405763,5rs020416,4314902
2006,0,637725808.00,778483806.00,1075977660,900590329,0.345097,0.0413716,0.335797,0.0369714,121,19.2791,488,24.7688,-0.459451,5rs020416,4314902
2007,0,801213154.00,863726658.00,1102895016,1142068475,0.25636,0.126137,0.109499,0.0618358,121,18.4828,475,15.9129,-2.34072,5rs020416,4314902
2008,0,1365230554.00,1228725867.00,1234903125,1455801995,0.703954,0.271507,0.422586,0.101248,120,19.2924,463,12.3507,-0.412138,5rs020416,4314902
2009,0,898699439.00,1350086276.00,1062338178,2147483647,-0.341723,0.144892,0.0987693,0.139916,122,10.352,452,6.84177,-0.99495,5rs020416,4314902
2010,0,1121676816.00,1434159666.00,1477864077,2147483647,0.248111,0.187948,0.0622726,0.197341,113,8.4813,423,6.08211,0.342875,5rs020416,4314902
2011,0,1270755349.00,1972619310.00,1412548870,2147483647,0.132907,0.147851,0.375453,0.204367,119,7.63989,443,4.7228,-2.32604,5rs020416,4314902
2012,0,1236841829.00,1625309536.00,1421643367,2147483647,-0.0266877,0.0907199,-0.176065,0.134781,129,7.47358,397,5.29874,1.39376,5rs020416,4314902
2013,0,1297204643.00,2544783509.00,1376170874,2147483647,0.048804,-0.0101703,0.565722,0.156749,123,8.46561,415,4.61479,-2.47022,5rs020416,4314902
2014,0,1172776398.00,2253593941.00,1273205233,2147483647,-0.0959203,0.0546786,-0.114426,0.107906,126,5.44339,431,4.01654,1.51593,5rs020416,4314902
2000,0,101503956.00,578369714.00,105556662,960928697,None,None,None,None,61,13.2483,18,4.61104,None,5rs020507,4322004
2001,0,103220029.00,417709867.00,168680185,853021847,0.0169065,None,-0.277781,None,63,14.8704,22,6.76487,None,5rs020507,4322004
2002,0,343157274.00,500474630.00,1391571947,1157475059,2.32452,None,0.198139,None,81,15.7565,22,7.82889,1.73449,5rs020507,4322004
2003,0,525352753.00,741472396.00,1818425218,1689572843,0.530939,None,0.481538,None,85,18.8451,19,8.28563,1.2936,5rs020507,4322004
2004,0,745788913.00,785881712.00,1972193899,1221446903,0.419596,None,0.0598934,None,83,16.7049,18,7.29569,1.86596,5rs020507,4322004
2005,0,1072088165.00,1083795578.00,2147483647,1195224888,0.437522,0.602321,0.379082,0.133831,82,12.9724,23,6.01922,1.86614,5rs020507,4322004
2006,0,1222944402.00,1173867651.00,2080669675,1061501767,0.140713,0.639565,0.083108,0.229558,88,14.7351,20,5.22098,2.09685,5rs020507,4322004
2007,0,1452319997.00,1402728806.00,2147483647,1204910664,0.18756,0.334485,0.194963,0.228905,82,14.0626,19,5.76486,1.39666,5rs020507,4322004
2008,0,1702405549.00,1478226029.00,1752708087,1102506110,0.172197,0.265093,0.0538217,0.147966,74,14.4352,26,6.84151,0.568647,5rs020507,4322004
2009,0,973966337.00,1223467407.00,1847580459,1314360727,-0.427888,0.0548376,-0.172341,0.0925644,67,15.4474,15,5.4555,1.01546,5rs020507,4322004
2010,0,1868452615.00,1506633706.00,2147483647,1183992887,0.918395,0.117507,0.231446,0.0681004,66,14.3492,17,5.3281,2.24072,5rs020507,4322004
2011,0,2058206993.00,1953730128.00,2104954924,1207129790,0.101557,0.109728,0.296752,0.107259,67,15.0854,16,5.59904,1.26653,5rs020507,4322004
2012,0,2016536394.00,1709104379.00,1952503692,1086888812,-0.0202461,0.0678463,-0.12521,0.0403009,68,15.6979,21,5.20529,1.38427,5rs020507,4322004
2013,0,2170560355.00,1961277952.00,2147483647,1406442416,0.0763805,0.0497884,0.147547,0.0581803,62,15.8436,21,5.69763,1.23136,5rs020507,4322004
2014,0,1727208726.00,1812521832.00,1729050567,1313350149,-0.204257,0.121399,-0.0758465,0.0817781,59,14.6041,23,5.66174,1.20177,5rs020507,4322004
2000,0,400401323.00,376281827.00,2147483647,2092701509,None,None,None,None,39,18.366,56,5.13015,None,5rs050101,4315602
2001,0,398650127.00,439424269.00,2147483647,2147483647,-0.0043736,None,0.167806,None,37,15.7843,52,4.47022,None,5rs050101,4315602
2002,0,335146060.00,467394294.00,2147483647,2147483647,-0.159298,None,0.0636515,None,46,17.4622,43,4.46273,-3.89245,5rs050101,4315602
2003,0,444042331.00,783389385.00,2147483647,2147483647,0.324922,None,0.676078,None,47,12.2708,37,4.40087,-3.58335,5rs050101,4315602
2004,0,500702829.00,903342241.00,2147483647,2147483647,0.127602,None,0.15312,None,53,16.5726,45,5.26886,-4.29806,5rs050101,4315602
2005,0,430544310.00,531260688.00,2147483647,2147483647,-0.14012,0.0146225,-0.411894,0.0714179,53,17.0988,46,4.33947,-3.21045,5rs050101,4315602
2006,0,723193068.00,1005497967.00,2147483647,2147483647,0.679718,0.126503,0.892664,0.180047,61,16.0788,37,4.87146,-3.25889,5rs050101,4315602
2007,0,1533220371.00,1544804321.00,2147483647,2147483647,1.12007,0.355421,0.536357,0.2701,52,18.2628,29,4.95792,-2.47428,5rs050101,4315602
2008,0,2697250424.00,2775011800.00,2147483647,2147483647,0.759206,0.434496,0.796352,0.287827,65,14.8518,41,6.27656,-6.06692,5rs050101,4315602
2009,0,1326527306.00,1601741084.00,2147483647,2147483647,-0.508193,0.215143,-0.422798,0.121368,75,13.0989,40,5.40031,-3.43476,5rs050101,4315602
2010,0,2083437794.00,1690234123.00,2147483647,2147483647,0.570596,0.370732,0.055248,0.260456,76,16.5556,55,6.27931,-3.00863,5rs050101,4315602
2011,0,2377324949.00,2529139144.00,2147483647,2147483647,0.141059,0.268723,0.496325,0.202592,82,19.7274,47,6.43877,-1.9832,5rs050101,4315602
